ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΑΚΟΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΔΟΜΝΑ-ΜΑΡΙΑ του Αριστείδη,ΧΙΩΤΗ ΕΙΡΗΝΗ του Ανδρέα,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΛΟΓΟΘΕΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Στυλιανού,ΜΠΑΚΑΔΗΜΑ ΦΩΤΕΙΝΗ του Αγαθοκλή,ΜΠΕΛΑΒΙΛΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΦΩΤΙΑΔΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΒΡΟΝΤΑΚΗΣ ΑΝΔΡΕΑΣ του Παντελή,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΚΟΥΚΟΥΔΑΚΗ ΜΑΡΙΑ (ΜΑΡΑ) του Ευάγγελου,ΜΠΙΣΤΙΝΑ ΔΕΣΠΟΙΝΑ του Απόστολου,ΣΠΑΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου,Κ.Κ.Ε.,ΑΜΠΑΤΙΕΛΟΣ ΝΙΚΟΛΑΟΣ του Γεράσιμου,ΓΚΙΤΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΚΟΤΕΑΣ ΑΛΕΞΑΝΔΡΟΣ του Νικολάου,ΚΥΖΙΛΗ ΕΥΣΤΡΑΤΙΑ ΟΛΥΜΠΙΑ του Κλεάνθη,ΛΕΩΤΣΑΚΟΥ ΑΝΝΑ του Σταύρου,ΣΤΑΜΑΤΕΛΟΥ ΔΗΜΗΤΡΑ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΚΟΝΤΟΜΑΝΩΛΗΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΜΑΔΥΤΙΝΟΥ ΑΓΡΙΠΠΙΝΑ του Αθανασίου,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου,ΜΟΥΓΙΟΣ ΠΕΤΡΟΣ του Ναπολέοντος,ΠΑΝΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΛΑΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη-Παυλή,ΓΕΩΡΓΟΥΛΕΑ ΣΩΤΗΡΙΑ-ΚΥΡΙΑΚΗ (ΣΑΝΤΥ) του Κωνσταντίνου,ΓΚΟΥΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Αναστασίου,ΠΕΡΙΦΑΝΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΣΤΑΥΡΟΠΟΥΛΟΥ ΣΤΥΛΙΑΝΗ του Σταύρου,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΙΣΣΑ ΜΑΡΙΑ του Χαραλάμπους,ΡΟΥΣΣΗΣ ΦΙΛΙΠΠΟΣ του Ευαγγέλου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΤΣΙΚΝΑΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΖΕΡΜΑΛΙΑ ΕΙΡΗΝΗ του Στυλιανού,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΔΡΙΑΝΟΥ ΙΦΙΓΕΝΕΙΑ ΠΑΝΑΓΙΩΤΑ του Χαραλάμπους ,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ του Γεωργίου,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού,ΜΕΣΟΛΟΓΓΙΤΗ ΠΗΝΕΛΟΠΗ του Νικολάου,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Ευαγγέλου,ΤΑΒΟΥΛΑΡΗΣ ΜΑΤΘΑΙΟΣ ΒΕΝΙΑΜΙΝ ΑΝΤΡΕΑΣ του Ιωάννη,Κίνημα 21,ΠΕΤΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Γεωργίου,ΤΟΥΜΠΟΥΛΙΔΗΣ ΙΟΡΔΑΝΗΣ του Γεωργίου,ΝΙΚΗ,ΚΑΨΑΛΗΣ ΣΠΥΡΟΣ του Δημητρίου,ΝΤΑΚΟΥΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ευαγγέλου,ΡΕΤΣΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΣΕΝΗ ΜΑΡΙΝΑ του Ευαγγέλου,ΧΑΡΜΠΗ ΑΡΕΤΗ του Λάμπρου,κοινωνία αξιών,ΚΟΤΡΟΖΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΓΥΡΙΟΥ ΙΟΥΛΙΑ του Μιχαήλ,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου,Ελλήνων Συνέλευσις,ΖΑΡΜΑΚΟΥΠΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΘΕΜΕΛΗ ΕΛΕΝΗ του Αχιλλέα,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΒΑΣΙΛΕΙΟΣ του Εμμανουήλ,ΤΡΑΚΑ ΘΗΡΕΣΙΑ του Ιωάννη,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ένωση Κεντρώων,ΘΕΟΦΙΛΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ - ΕΛΠΙΝΙΚΗ του Δημητρίου,ΚΑΣΙΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Βρεττού,ΚΟΚΚΙΝΟΠΑΝΗΣ ΛΕΩΝΙΔΑΣ του Δημητρίου,ΚΟΥΡΓΙΑΛΗ ΦΩΤΕΙΝΗ του Ιωάννη,ΛΑΟΥΤΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΝΙΕΡΗ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΡΑΝΤΟΣ ΣΤΕΦΑΝΟΣ του Χαραλάμπου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΝΟΥΣΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΑΞΗΣ ΙΓΝΑΤΙΟΣ του Ηλία,ΕΥΘΥΜΙΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΙΩΑΝΝΙΔΗΣ - ΚΟΝΤΗΣ ΚΥΡΙΑΚΟΣ του Αχιλλέως,ΝΤΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,ΜΠΑΚΟΜΗΤΡΟΥ ΕΥΓΕΝΙΑ του Λουκά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΕΠΑΣΤΑ ΓΙΑΝΝΟΥΛΑ του Παναγιώτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΥΒΑΤΣΟΣ ΠΕΤΡΟΣ του Ηλία,ΜΠΑΪΜΠΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΜΠΟΓΡΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,Οικολόγοι Πράσινοι,ΜΗΤΡΟ ΖΑΧΑΡΟΥΛΑ του Αναστάση,ΜΗΤΡΟΣ ΑΧΙΛΛΕΑΣ του Αναστάση,ΠΕΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΕΑΝ...,ΦΛΙΣΚΑΝΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥΛΗ ΑΝΔΡΙΑΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΟΥΣΟΥΡΗΣ ΠΕΤΡΟΣ του Δημητρίου,ΣΟΦΙΟΥ ΠΑΝΑΓΙΩΤΑ (ΝΟΤΑ) του Στυλιανού,ΤΖΙΚΑ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΠΑΥΛΟΣ του Γεωργίου
40 - Α' Πειραιώς,145 E.T. Δήμου Πειραιώς,531,332,11,2,13,319,147,41,23,59,23,24,57,7,53,0,5,13,10,11,16,2,25,3,4,5,6,3,9,7,25,10,2,5,5,2,3,5,14,7,1,4,0,0,5,0,10,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,2,0,1,1,2,1,1,8,5,2,1,4,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3,1,2,0,1,2,1,1,1,3,0,1,1,0,3,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,3,1,1,1,12,2,5,2,2
40 - Α' Πειραιώς,146 E.T. Δήμου Πειραιώς,526,378,7,0,7,371,186,42,28,93,26,24,74,5,67,0,1,21,7,7,26,7,17,1,4,3,3,5,5,2,27,15,4,3,6,3,4,6,12,3,4,4,3,0,5,0,8,2,2,2,0,3,2,3,1,1,1,0,0,0,0,0,4,1,0,1,1,2,0,1,0,0,1,1,2,2,0,3,2,0,0,2,1,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,4,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0,2,1,0,1,0,0,2,1,21,4,9,4,13
40 - Α' Πειραιώς,147 E.T. Δήμου Πειραιώς,484,321,8,0,8,313,158,51,27,77,16,25,59,3,59,0,4,14,14,10,10,9,20,2,2,1,5,9,7,4,20,11,2,1,4,0,1,7,4,2,3,1,0,0,1,0,3,1,1,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,7,5,1,1,1,4,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,3,1,3,1,0,0,1,0,1,0,0,1,1,1,0,4,1,1,1,1,1,0,0,16,3,7,4,6
40 - Α' Πειραιώς,148 E.T. Δήμου Πειραιώς,538,326,5,2,7,319,169,35,13,94,52,20,43,6,48,0,6,11,12,8,13,15,21,1,4,2,3,8,4,1,21,12,5,0,6,2,4,7,11,4,1,1,0,2,2,0,4,2,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,4,1,1,0,0,10,4,4,3,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,13,1,5,8,3
40 - Α' Πειραιώς,149 E.T. Δήμου Πειραιώς,531,319,8,2,10,309,139,26,8,87,34,20,37,3,59,0,9,16,5,10,14,10,16,4,3,6,7,4,2,0,32,13,8,2,5,4,7,11,9,4,2,1,0,1,3,2,11,2,4,1,0,5,1,0,0,0,2,2,1,1,0,0,2,0,0,1,1,0,0,1,1,1,2,0,0,0,0,11,7,2,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,4,0,1,3,0,2,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,3,1,0,0,11,6,7,3,1
40 - Α' Πειραιώς,150 E.T. Δήμου Πειραιώς,535,323,6,3,9,314,139,36,8,78,55,25,33,5,60,0,6,14,13,3,12,6,16,4,2,1,8,5,3,1,38,23,11,0,10,2,5,4,7,2,2,2,0,0,3,1,15,2,4,3,2,7,3,2,0,0,1,0,0,0,0,0,4,2,3,1,0,1,1,0,3,0,2,1,3,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,1,2,0,0,0,1,1,0,0,8,1,3,5,1
40 - Α' Πειραιώς,151 E.T. Δήμου Πειραιώς,531,307,8,5,13,294,137,31,15,80,35,21,34,9,57,0,7,16,15,7,14,14,11,5,0,1,7,2,1,0,28,8,4,3,2,2,8,7,5,1,0,3,1,0,2,1,6,1,5,0,1,3,1,1,1,1,0,0,0,0,0,0,3,2,0,0,1,1,0,0,2,2,1,1,2,0,0,11,5,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,2,1,1,2,0,0,0,5,0,0,1,2,2,0,0,1,0,1,3,1,0,0,0,0,4,3,0,3,4,1,0,0,9,1,2,4,3
40 - Α' Πειραιώς,152 E.T. Δήμου Πειραιώς,535,317,1,2,3,314,153,32,16,76,50,22,27,4,54,0,6,12,16,9,6,10,23,5,3,1,7,8,4,3,19,4,2,1,2,4,7,5,9,6,2,1,2,0,4,3,6,1,3,2,0,1,2,0,0,0,1,0,0,0,0,0,6,4,1,1,2,1,1,0,0,0,3,2,3,3,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,6,3,1,1,1,3,0,0,2,1,1,5,3,1,1,0,1,0,0,0,0,0,0,0,0,19,2,7,10,3
40 - Α' Πειραιώς,153 E.T. Δήμου Πειραιώς,528,328,3,1,4,324,176,38,13,82,56,17,52,6,57,0,6,16,13,3,14,12,16,1,4,1,3,3,4,3,21,7,3,3,6,1,6,3,8,2,1,0,4,1,1,0,6,1,2,0,0,3,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,6,3,4,3,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,3,0,1,1,0,1,0,0,2,1,1,2,1,0,0,0,0,3,3,2,0,0,0,0,0,11,1,6,5,1
40 - Α' Πειραιώς,154 E.T. Δήμου Πειραιώς,534,349,8,1,9,340,179,43,12,96,54,23,50,9,54,0,11,13,11,8,11,10,16,1,3,1,7,3,3,2,30,10,8,0,6,5,6,6,15,5,3,0,1,2,2,1,5,0,1,1,1,2,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,3,1,1,0,0,7,6,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,6,3,0,4,0,0,0,0,7,1,1,2,0
40 - Α' Πειραιώς,155 E.T. Δήμου Πειραιώς,532,303,7,1,8,295,131,25,19,78,43,13,35,1,59,0,7,7,13,18,9,16,17,3,1,4,6,7,1,0,27,10,6,0,3,9,9,5,16,7,2,0,1,1,4,4,9,1,7,2,0,4,0,2,1,1,0,0,0,0,1,0,2,1,0,1,0,0,1,1,2,2,0,0,1,1,1,3,3,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,3,0,1,1,0,1,1,0,1,2,2,0,2,1,1,0,0,10,1,7,5,0
40 - Α' Πειραιώς,156 E.T. Δήμου Πειραιώς,529,329,2,0,2,327,133,23,15,77,44,16,30,9,69,0,8,16,11,11,13,8,20,1,3,2,10,4,3,1,37,14,7,3,7,4,4,3,7,3,1,2,1,0,1,0,16,2,8,1,2,6,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,2,2,1,1,0,10,5,1,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,3,1,1,1,1,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,14,5,6,4,2
40 - Α' Πειραιώς,157 E.T. Δήμου Πειραιώς,537,324,3,0,3,321,172,47,17,78,79,22,27,2,61,32,14,16,11,6,10,7,12,1,3,2,5,2,1,3,27,9,1,3,6,5,9,5,11,6,1,1,2,1,2,4,8,1,1,0,3,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,7,0,2,3,1
40 - Α' Πειραιώς,158 E.T. Δήμου Πειραιώς,600,361,13,4,17,344,165,32,21,88,32,20,38,3,57,20,4,10,10,6,14,8,17,4,2,2,4,4,3,4,23,12,3,0,1,4,6,5,12,2,1,2,2,1,3,2,6,0,0,0,0,2,1,4,1,3,1,0,1,0,0,0,4,1,0,0,0,1,0,0,2,0,5,2,3,2,2,14,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,1,1,3,1,2,1,4,1,1,0,3,0,0,0,14,0,9,4,3
40 - Α' Πειραιώς,159 E.T. Δήμου Πειραιώς,637,392,5,3,8,384,189,36,28,90,56,20,48,13,62,0,11,11,9,9,10,7,21,2,3,1,8,4,4,7,40,21,8,0,9,3,9,12,8,1,0,2,1,0,4,2,7,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,3,3,0,2,1,0,0,0,2,2,2,1,3,3,3,13,5,4,2,4,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,1,1,1,2,1,1,1,0,3,2,3,1,1,1,1,0,0,0,1,0,1,1,13,5,3,3,5
40 - Α' Πειραιώς,160 E.T. Δήμου Πειραιώς,647,424,13,4,17,407,178,47,28,108,48,20,33,9,76,76,42,26,12,10,20,12,34,9,7,2,10,9,7,8,49,25,7,2,9,12,9,10,15,3,2,3,6,1,4,1,6,0,3,1,1,2,1,0,0,0,1,1,0,1,0,0,3,0,0,1,1,0,0,0,4,1,2,1,4,2,2,9,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,2,2,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,13,2,5,5,3
40 - Α' Πειραιώς,161 E.T. Δήμου Πειραιώς,620,374,3,2,5,369,168,43,15,87,47,26,41,6,57,0,15,18,12,9,8,11,27,4,5,1,9,4,5,7,42,18,10,2,7,8,3,7,11,1,1,0,1,1,5,2,5,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,3,0,0,1,1,0,0,1,2,1,2,1,0,0,0,17,6,2,1,6,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,1,2,1,0,0,0,7,3,1,1,1,1,0,0,3,0,0,2,0,0,0,0,0,4,1,0,0,1,1,0,0,11,1,3,6,2
40 - Α' Πειραιώς,162 E.T. Δήμου Πειραιώς,627,399,8,3,11,388,190,41,13,96,47,30,60,11,71,0,10,18,16,9,13,9,17,2,2,3,3,3,1,4,23,7,7,0,1,3,1,2,16,4,5,3,3,2,4,1,7,2,1,2,1,1,2,2,1,1,1,1,1,0,0,0,2,1,1,1,0,1,0,0,4,2,2,2,4,2,1,10,4,1,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,6,2,1,2,0,0,1,1,4,1,2,4,2,0,0,0,0,5,2,1,1,1,0,1,1,14,3,3,4,4
40 - Α' Πειραιώς,163 E.T. Δήμου Πειραιώς,530,321,5,2,7,314,150,32,19,72,38,14,54,6,61,0,18,12,19,13,6,7,14,2,3,1,6,2,1,3,37,17,5,1,7,5,5,7,9,2,1,3,0,1,3,2,11,0,3,2,0,3,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,1,1,1,8,4,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,5,1,1,1,1
40 - Α' Πειραιώς,164 E.T. Δήμου Πειραιώς,534,328,8,0,8,320,151,38,8,72,64,13,38,5,71,0,10,25,6,8,14,16,26,3,2,7,9,7,2,4,23,8,3,2,10,1,0,2,6,2,2,0,0,0,1,1,8,4,3,3,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,1,1,1,4,2,1,0,0,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,12,1,7,7,0
40 - Α' Πειραιώς,165 E.T. Δήμου Πειραιώς,449,278,4,1,5,273,125,41,20,54,38,16,27,6,36,12,11,9,9,9,5,4,20,4,4,2,7,6,2,5,23,15,6,4,5,2,2,3,9,2,0,1,1,0,3,3,7,2,2,0,2,1,1,0,0,0,2,1,0,1,0,0,5,1,0,1,0,1,0,0,3,2,4,4,0,0,0,8,5,2,0,2,3,0,0,1,0,0,0,0,0,0,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,17,4,10,10,1
40 - Α' Πειραιώς,166 E.T. Δήμου Πειραιώς,515,292,5,2,7,285,162,39,21,68,18,36,63,9,40,0,6,12,6,5,20,3,13,2,1,2,4,3,5,3,15,7,2,1,2,2,1,3,9,3,2,3,1,0,4,2,6,1,2,0,0,4,0,1,1,1,1,1,1,0,0,0,3,2,0,0,1,0,2,0,2,2,1,1,2,0,1,7,3,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,3,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,14,5,7,6,1
40 - Α' Πειραιώς,167 E.T. Δήμου Πειραιώς,522,298,9,3,12,286,162,27,24,66,21,22,77,14,52,11,7,12,9,6,14,5,13,0,1,1,5,2,3,5,22,9,1,0,7,2,2,6,6,2,1,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,5,2,2,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,3,1,1,2,0,1,2,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,2,2,0
40 - Α' Πειραιώς,168 E.T. Δήμου Πειραιώς,516,290,3,4,7,283,151,46,17,63,26,27,52,10,54,54,6,14,6,7,18,8,12,1,2,2,3,1,1,0,26,9,1,0,4,2,3,11,10,0,2,4,1,0,4,5,7,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,3,3,1,3,1,0,0,2,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,1,1,1,0,1,0,0,0,0,4,1,1,0,0
40 - Α' Πειραιώς,169 E.T. Δήμου Πειραιώς,526,292,4,0,4,288,156,43,26,64,29,24,56,10,45,45,10,14,6,4,6,6,12,2,2,5,2,4,1,0,19,7,1,1,4,2,4,5,6,1,1,2,0,1,2,1,10,0,3,2,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,1,4,2,1,8,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,3,3,2,0,0,0,2,2,10,1,3,1,0
