ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΙΚΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,ΕΜΜΑΝΟΥΗΛ ΑΙΚΑΤΕΡΙΝΗ-ΣΤΥΛΙΑΝΗ του Αντωνίου,ΙΑΤΡΙΔΗ ΤΣΑΜΠΙΚΑ (ΜΙΚΑ) του Ιωάννη,ΚΟΝΣΟΛΑΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικία,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΥΨΗΛΑΝΤΗΣ ΒΑΣΙΛΕΙΟΣ-ΝΙΚΟΛΑΟΣ του Αναστασίου,ΦΤΑΚΛΑΚΗ ΠΑΡΑΣΚΕΥΗ-ΕΛΕΥΘΕΡΙΑ (ΛΙΤΣΑ) του Παναγιώτη,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΓΙΑΝΝΑΡΟΥ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΚΑΜΑΤΕΡΟΣ ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ (ΧΡΥΣΑ) του Σάββα,ΚΑΣΣΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Βασιλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΛΟΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΓΑΒΑΛΑ ΚΑΤΕΡΙΝΑ του Νικολάου,ΚΟΥΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΝΙΚΗΤΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΟΙΚΟΥΤΑ ΕΛΕΥΘΕΡΙΑ του Ευριπίδη,ΧΑΝΙΩΤΗΣ ΜΙΧΑΗΛ του Φραγκίσκου,ΧΑΤΖΗΔΙΑΚΟΣ ΦΩΤΙΟΣ του Στέργου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΓΟΥΡΛΑ ΔΕΣΠΟΙΝΑ του Νικολάου,ΚΟΥΝΤΟΥΡΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΚΡΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Νικολάου,ΠΟΤΣΟΣ ΚΑΛΕΤΟΣ (ΤΑΚΗΣ) του Κωνσταντίνου,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Μάμμα,ΦΡΑΖΗΣ ΝΙΚΟΛΑΟΣ ΝΕΚΤΑΡΙΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΤΩΝΟΓΛΟΥ ΜΑΡΙΚΑ του Κυριάκου,ΓΑΒΑΛΑΣ ΧΑΡΑΛΑΜΠΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΑΛΥΜΙΑΛΑΡΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΡΑΜΠΑΤΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΛΥΚΟΠΑΝΤΗ ΕΙΡΗΝΗ του Ηλία,ΜΑΝΟΥΣΟΥ ΕΛΕΝΗ του Δαμιανού,ΠΑΠΟΥΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στέφανου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΑΒΕΡΑΣ ΦΙΛΙΠΠΟΣ του Κωνσταντίνου,ΚΑΝΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΚΟΡΑΚΙΑΝΙΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Σπυρίδωνα,ΜΠΑΡΑΚΑΣ ΑΘΑΝΑΣΙΟΣ του Αντωνίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σάββα,ΣΟΥΛΟΥ ΑΝΝΑ (ΑΝΝΕΤΑ) του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΝΛΗ ΜΑΡΙΑ του Ελπιδοφόρου,ΜΕΝΤΙΣΟΠΟΥΛΟΥ ΑΝΝΑ του Κυριάκου,ΜΠΕΛΛΟΣ ΑΠΟΣΤΟΛΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΠΑΚΑΣ ΑΓΓΕΛΟΣ του Βασιλείου,Ο.Κ.Δ.Ε.,ΚΟΛΙΟΥ ΞΑΝΘΗ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΘΟΠΟΥΛΗ ΧΡΥΣΑΝΘΗ ΑΛΚΗΣΤΗ του Σακελλάριου Νικόλαου,ΚΟΜΗΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΥΠΡΙΩΤΗΣ ΛΑΜΠΡΟΣ του Μιχαήλ,Κίνημα 21,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΑΦΣΑΡΙΔΗ ΚΡΥΣΤΑΛΙΑ του Προδρόμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΡΟΥΒΑΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΑΚΗ ΙΩΑΝΝΑ του Ανδρέα,ΣΤΕΦΑΝΑΚΗ ΜΑΡΙΑ του Χρήστου,ΝΙΚΗ,ΝΤΟΥΦΑΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,ΠΑΠΑΣΤΑΜΑΤΑΚΗΣ ΣΤΑΜΑΤΙΟΣ του Γεωργίου,ΠΑΡΑΣΧΗ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,κοινωνία αξιών,ΧΙΩΤΙΝΗ (ΚΥΒΕΛΟΥ) ΣΤΕΛΛΑ-ΣΟΦΙΑ του Ιωάννου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΑΖΑΚΗ ΖΩΗ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΚΑΡΑΚΑΤΣΑΝΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΑΜΑΛΛΟΥ ΘΕΜΙΣ του Αναστάσιου,Ελλήνων Συνέλευσις,ΗΡΑΚΛΕΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΑΛΑΒΡΙΑ ΓΕΩΡΓΙΑ του Μιχαήλ,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ του Κυριάκου,ΜΠΕΛΕΓΡΗΣ ΣΩΤΗΡΙΟΣ ΣΑΒΒΑΣ του Ηλία,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Αντωνίου,ΦΕΛΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΕΜΜΑΝΟΥΗΛ του Ευστάθιου,Ένωση Κεντρώων,ΑΝΔΡΕΑΔΗΣ ΔΙΑΜΑΝΤΗΣ του Ευστρατίου,ΑΧΛΑΔΗ ΤΟΥΛΑ (ΠΑΜΕΛΑ) του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΖΑΧΑΡΙΑΣ ΣΑΒΒΑΣ του Παναγιώτη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΛΕΞΙΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΖΑΝΗΣ (ΖΑΝΝΗΣ) ΙΩΑΝΝΗΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΛΚΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΕΤΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑ ΑΝΝΑ του Ματθαίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΖΑΝΗ ΑΘΑΝΑΣΙΑ του Αναστασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΪΝΑ ΜΑΡΙΑ του Αθανασίου,ΠΑΝΑΗ ΕΥΑΓΓΕΛΙΑ του Μιχαήλ,ΣΑΒΒΙΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Νικολάου,ΧΑΛΚΙΑΣ ΙΩΑΝΝΗΣ του Βασιλείου
52 - Δωδεκανήσου,183 E.T. Δήμου Ρόδου,484,297,3,0,3,294,118,18,3,42,45,34,49,2,46,0,15,1,4,23,4,19,69,15,3,8,16,55,2,28,14,2,0,4,1,11,0,5,11,5,1,1,0,0,1,9,7,2,0,1,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,8,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,2,1,1,6,0,3,4,0,2
52 - Δωδεκανήσου,184 E.T. Δήμου Ρόδου,434,194,6,0,6,188,110,22,9,36,42,26,39,4,20,0,5,0,1,6,0,2,38,17,0,3,6,6,1,28,4,0,0,2,0,0,0,1,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
52 - Δωδεκανήσου,185 E.T. Δήμου Ρόδου,452,232,9,1,10,222,132,24,11,39,44,60,34,12,25,0,8,4,1,8,1,4,38,13,3,4,11,13,0,17,6,0,0,0,0,5,0,6,7,2,2,0,1,1,2,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5,0,3,2,1,0
52 - Δωδεκανήσου,186 E.T. Δήμου Ρόδου,440,211,5,1,6,205,114,20,6,32,45,37,41,6,25,0,10,2,0,10,2,4,40,8,1,5,18,15,2,20,2,0,0,0,0,1,0,0,10,3,2,2,0,2,3,2,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,3,2,1,1,1,0
52 - Δωδεκανήσου,187 E.T. Δήμου Ρόδου,459,291,7,1,8,283,148,46,2,55,57,34,28,9,69,0,20,1,1,28,2,2,33,11,1,13,16,5,0,19,4,2,0,0,0,1,0,1,5,2,1,0,0,1,0,0,6,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,8,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,3,0,0,2,0,0
52 - Δωδεκανήσου,188 E.T. Δήμου Ρόδου,471,286,9,1,10,276,129,27,3,49,50,46,31,8,38,0,9,1,1,22,2,3,47,10,2,10,8,12,0,32,5,0,0,1,1,2,0,0,11,2,1,0,0,1,3,4,6,1,0,0,3,3,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,1,2,1,1,0,14,6,7,6,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,8,1,1,3,2,1
52 - Δωδεκανήσου,189 E.T. Δήμου Ρόδου,388,165,1,2,3,162,81,9,4,39,22,25,25,11,34,0,5,2,1,27,2,5,26,4,1,3,6,2,0,20,2,0,0,0,0,1,0,0,5,1,0,1,1,0,3,1,3,0,0,0,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,2,0,1,2,3
52 - Δωδεκανήσου,190 E.T. Δήμου Ρόδου,391,128,4,1,5,123,56,9,1,25,21,19,13,12,25,0,3,0,1,14,0,10,23,8,0,7,3,3,0,14,4,1,0,3,1,1,1,0,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
52 - Δωδεκανήσου,191 E.T. Δήμου Ρόδου,382,148,10,1,11,137,71,5,3,24,26,33,25,4,28,0,6,2,1,14,1,4,21,3,1,10,4,1,0,10,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,1,3,2,2
52 - Δωδεκανήσου,192 E.T. Δήμου Ρόδου,500,300,1,3,4,296,149,18,15,32,74,55,29,13,20,0,5,3,1,6,1,4,70,4,4,62,2,5,0,18,5,1,0,1,1,1,0,0,13,2,0,1,0,3,1,5,4,2,2,3,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,14,0,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,8,1,1
52 - Δωδεκανήσου,193 E.T. Δήμου Ρόδου,505,285,8,2,10,275,156,29,16,36,42,65,31,24,18,0,5,0,2,9,1,1,62,3,1,52,8,1,0,16,4,2,0,0,2,2,0,1,5,3,2,0,0,3,0,0,4,0,0,2,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2,1,1,0,0,2,2,1,0,8,1,2,6,1,1
52 - Δωδεκανήσου,194 E.T. Δήμου Ρόδου,491,273,4,2,6,267,143,20,25,35,64,44,25,14,23,0,6,2,1,8,0,7,61,7,0,56,7,2,1,20,3,0,0,1,1,2,1,1,4,0,0,0,0,0,0,2,3,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,3,1,6,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,4,1,8,3,2,5,0,1
52 - Δωδεκανήσου,195 E.T. Δήμου Ρόδου,253,177,4,0,4,173,91,17,7,24,51,21,18,6,22,0,5,0,1,7,1,0,42,14,2,20,6,2,0,15,3,1,0,1,1,0,0,1,5,2,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0
52 - Δωδεκανήσου,196 E.T. Δήμου Ρόδου,414,199,2,0,2,197,74,16,4,27,31,25,23,10,34,0,14,4,1,19,2,6,36,5,2,14,10,1,0,24,20,3,0,10,2,11,1,2,3,1,0,1,0,1,0,2,4,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,17,4,5,4,6,2
52 - Δωδεκανήσου,197 E.T. Δήμου Ρόδου,424,200,6,0,6,194,79,14,4,25,28,15,29,13,38,0,8,2,6,25,1,8,35,6,1,15,10,1,0,20,13,1,1,6,1,6,0,1,1,0,1,0,0,0,1,0,7,1,0,2,3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,11,2,5,3,3,3
52 - Δωδεκανήσου,198 E.T. Δήμου Ρόδου,457,231,5,0,5,226,113,17,1,24,64,34,35,19,33,0,9,1,4,17,1,7,41,5,3,17,11,13,0,11,9,1,1,3,2,6,1,0,5,1,1,1,1,1,2,0,2,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,10,1,2,4,2,2
52 - Δωδεκανήσου,199 E.T. Δήμου Ρόδου,387,128,2,1,3,125,48,8,2,6,6,10,17,36,10,0,4,0,0,2,1,4,43,8,8,17,26,0,0,12,6,1,0,0,1,5,0,0,3,2,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,7,1,0,4,4,0
52 - Δωδεκανήσου,200 E.T. Δήμου Ρόδου,503,420,12,7,19,401,207,46,9,54,29,110,60,18,55,0,5,0,1,45,4,9,72,19,4,26,29,12,0,20,6,2,0,1,0,0,0,0,27,9,7,1,0,6,1,7,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,7,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,0,2,1,1,1,1,1,0,0,0,0,8,2,5,2,1,0
52 - Δωδεκανήσου,201 E.T. Δήμου Ρόδου,570,418,5,1,6,412,212,48,5,54,58,100,62,18,67,0,7,2,2,48,1,12,47,16,4,15,15,8,1,20,7,1,1,3,0,3,1,0,20,5,3,1,1,3,2,7,5,2,1,0,2,1,0,4,1,3,2,0,0,0,0,1,0,0,0,4,2,4,3,4,2,2,0,13,5,8,5,1,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,2,2,1,0,0,3,3,0,0,1,1,1,1,0,0,2,0,1,1,9,1,3,1,0,2
52 - Δωδεκανήσου,202 E.T. Δήμου Ρόδου,519,435,10,4,14,421,231,42,7,60,47,112,80,17,80,0,11,1,8,53,1,7,70,11,7,12,40,13,0,26,6,3,1,1,2,0,0,0,10,3,5,0,1,2,0,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,3,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,2,1,0,0,4,0,3,3,0,0
52 - Δωδεκανήσου,203 E.T. Δήμου Ρόδου,506,410,8,2,10,400,200,30,14,36,45,97,79,18,100,0,7,4,0,86,5,16,51,10,9,11,20,8,0,15,9,3,4,3,3,1,0,1,15,2,2,2,1,5,3,5,3,0,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,2,2,1,0,6,0,3,3,1,0
52 - Δωδεκανήσου,204 E.T. Δήμου Ρόδου,518,361,6,2,8,353,224,42,4,61,47,117,93,14,46,0,7,3,1,28,0,5,43,5,4,9,26,6,1,7,4,0,0,0,0,1,0,0,13,5,1,1,2,2,5,4,7,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,4,2,1,0,0,0,1,1,0,0,4,0,2,2,1,1
52 - Δωδεκανήσου,205 E.T. Δήμου Ρόδου,513,369,10,1,11,358,199,30,10,38,38,107,79,13,62,0,9,0,2,49,2,11,49,12,6,17,19,9,0,16,4,1,0,0,1,3,1,2,17,5,2,2,1,3,3,10,7,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,5,4,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,4,0,2,2,0,0
52 - Δωδεκανήσου,206 E.T. Δήμου Ρόδου,510,384,7,0,7,377,231,44,7,65,30,143,68,24,44,0,7,1,0,30,8,1,56,4,4,26,27,5,0,18,7,3,1,4,0,2,0,0,8,2,1,0,0,3,1,2,4,1,0,0,1,1,2,3,2,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,0,0,3,0,1,1,8,1,0,1,0,0
52 - Δωδεκανήσου,207 E.T. Δήμου Ρόδου,507,332,5,1,6,326,165,58,7,53,43,75,52,25,72,0,8,2,1,70,9,9,55,22,6,17,28,10,1,17,3,0,0,0,1,0,0,0,11,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,2,2,0
52 - Δωδεκανήσου,208 E.T. Δήμου Ρόδου,527,378,5,1,6,372,212,67,8,57,41,125,65,14,64,0,3,2,2,50,5,11,50,10,4,12,26,12,2,16,3,1,1,0,0,0,0,1,17,8,1,0,1,8,4,5,4,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,0,0,0,0,0,0,0,1,1,2,1,0,0,4,0,1,2,0,0
52 - Δωδεκανήσου,209 E.T. Δήμου Ρόδου,543,388,12,2,14,374,195,38,3,60,63,98,49,15,57,0,12,0,0,35,2,7,42,7,6,10,18,4,0,15,5,0,1,3,0,3,1,0,19,4,6,2,2,4,2,3,14,2,2,1,2,6,5,2,2,0,2,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,7,2,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,3,2,3,3,0,0,3,2,1,1,11,4,3,3,2,3
52 - Δωδεκανήσου,210 E.T. Δήμου Ρόδου,390,390,12,3,15,375,158,32,9,43,30,68,46,16,68,0,10,2,2,39,0,11,57,16,5,14,27,22,0,18,10,4,0,3,0,6,0,1,19,3,5,0,4,4,3,2,6,2,1,2,1,1,1,1,1,0,1,0,0,0,0,2,1,1,0,3,2,2,2,3,1,2,1,7,2,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,1,5,4,2,0,1,1,2,0,2,2,5,2,2,1,10,1,3,2,3,1
52 - Δωδεκανήσου,211 E.T. Δήμου Ρόδου,417,259,5,1,6,253,97,13,2,29,23,40,35,14,48,0,15,1,2,39,3,7,51,12,1,11,37,8,0,16,5,0,1,0,1,1,0,0,10,4,0,1,1,1,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,15,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,2,0,1,1,12,0,5,4,4,0
52 - Δωδεκανήσου,212 E.T. Δήμου Ρόδου,530,338,4,4,8,330,182,32,11,54,68,67,30,19,42,0,11,1,2,15,3,8,36,10,2,10,9,2,2,13,8,1,1,5,1,5,1,0,12,4,3,2,0,4,1,2,9,1,1,3,3,0,5,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,4,4,2,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,4,1,0,0,0,0,2,1,1,0,3,1,0,0,14,1,2,8,3,3
52 - Δωδεκανήσου,213 E.T. Δήμου Ρόδου,531,308,7,2,9,299,142,32,5,35,61,54,30,15,65,0,20,5,4,34,3,16,31,9,0,9,2,3,2,12,10,1,2,2,0,8,1,1,13,3,4,1,0,5,2,3,10,0,0,2,3,3,4,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,1,0,1,1,3,2,1,1,9,2,3,5,4,0
52 - Δωδεκανήσου,214 E.T. Δήμου Ρόδου,539,332,8,1,9,323,172,43,8,44,65,65,54,13,46,0,11,3,3,14,4,13,53,21,5,17,9,4,2,19,6,1,2,2,0,2,0,1,6,3,1,0,0,2,0,2,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,2,2,1,4,4,2,2,10,4,3,4,2,2
52 - Δωδεκανήσου,215 E.T. Δήμου Ρόδου,549,350,9,1,10,340,145,20,1,27,56,57,53,21,85,0,32,1,4,40,1,13,49,18,2,22,12,3,2,16,6,1,0,2,2,3,0,0,14,4,2,0,3,4,2,3,11,1,1,4,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6,5,0,0,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,1,0,2,2,0,0,7,0,1,6,2,0
