ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΑΡΒΕΛΑΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Ιωάννη,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΛΑΓΟΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΤΑΜΑΤΕΑ-ΒΑΡΔΟΥΛΑΚΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΤΡΙΓΩΝΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μάνθου-Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΟΥ ΘΕΟΔΩΡΑ του Γεωργίου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΙΑΧΟΛΛΑΡΗ ΑΓΓΕΛΟΣ ΔΙΟΝΥΣΙΟΣ του Νίκο,ΘΑΛΑΣΣΙΝΟΥ ΑΛΕΞΑΝΔΡΑ του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Άγγελου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευάγγελου,ΦΡΥΓΑΝΙΩΤΗ ΕΥΛΑΜΠΙΑ (ΒΑΝΑ) του Γεωργίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΘΕΟΔΩΡΟΥ ΑΛΕΞΑΝΔΡΟΣ του Ιωάννη,ΚΑΖΑΝΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΚΑΛΑΒΡΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΙΟΥΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜΠΟΥΡΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΣΟΥΡΡΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΤΑΡΤΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΤΟΥΛΟΥΜΗ ΑΝΝΑ - ΕΙΡΗΝΗ του Νικολάου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜΟΥΤΟΥΣΙΔΗΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΥΘΟΥΛΑ ΓΕΩΡΓΙΑ ΔΕΣΠΟΙΝΑ του Παρασκευά,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΓΙΑΠΑΠΠΑ ΕΥΑΓΓΕΛΙΑ του Ευσταθίου,ΚΑΤΣΙΑΜΑΚΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΠΑΠΑΝΔΡΕΟΥ ΔΑΥΙΔ- ΕΥΣΤΑΘΙΟΣ του Νικολάου,ΤΣΑΛΑΜΑΝΙΟΥ ΑΜΒΡΟΣΙΑ του Στρατηγάκη,ΤΣΙΜΠΟΥ ΦΩΤΕΙΝΗ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΕΛΕΥΘΕΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Σωκράτη,ΚΑΡΑΠΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΘΥΜΙΟΣ (ΜΑΚΗΣ) του Ιωάννη,ΠΑΠΑΛΥΜΠΕΡΗΣ ΙΣΙΔΩΡΟΣ του Δημητρίου,ΡΟΓΚΑ ΣΠΥΡΙΔΑ (ΙΡΙΔΑ) του Γεωργίου,ΣΤΟΥΡΝΑΡΑΣ ΙΩΑΝΝΗΣ-ΛΑΖΑΡΟΣ του Κωνσταντίνου,ΧΑΤΖΗΚΑΛΥΜΝΙΟΥ ΔΗΜΗΤΡΑ του Στέργου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΡΔΩΝΗ ΣΟΦΙΑ του Αθανασίου,ΚΥΡΙΑΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΟΥΛΙΤΣΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ του Κωνσταντίνου,ΦΟΝΤΟΡ ΕΛΕΝΑ του Αντρέι,ΧΡΙΣΤΟΦΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΔΗΜΑΤΑ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΤΟΚΑΤΟΣ ΛΟΥΚΑΣ του Ανδρέα,ΚΙΤΣΟΣ ΙΩΑΝΝΗΣ του Ζώη,ΚΟΥΡΝΟΠΟΥΛΟΥ ΑΝΤΩΝΙΑ του Δημοσθένη,ΜΠΕΝΖΕΛΟΥΝ ΑΡΑΜΠΙ ΣΟΦΙΑ του Αμπτελσαμάντ,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαραλάμπους,ΤΡΑΧΑΝΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Κίνημα 21,ΜΟΣΣ ΕΒΕΛΙΝΑ – ΓΕΩΦΡΑΝΑ του Ντόναλντ,ΡΕΓΚΟΥΚΟΣ ΣΤΑΜΑΤΙΟΣ του Θεόδωρου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΦΟΥΣΤΕΡΗΣ ΙΩΑΝΝΗΣ του Νικήτα,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΠΟΛΙΤΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΧΡΗΣΤΟΣ του Ιωάννη,ΝΙΚΗ,ΤΣΟΚΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,κοινωνία αξιών,ΠΑΝΑΓΙΩΤΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΒΗ ΜΑΡΙΑ του Νικολάου,ΓΑΖΑΚΗ ΘΕΑΝΩ του Κωνσταντίνου,ΜΗΤΣΑΣ ΔΗΜΗΤΡΙΟΣ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΜΗΛΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στεφάνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΙΑΚΩΒΟΥ ΑΝΑΣΤΑΣΙΑ του Πέτρου,Ένωση Κεντρώων,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΔΡΟΥΛΙΑΣ ΕΥΘΥΜΙΟΣ του Δημητρίου,ΣΥΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΣΙΜΠΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΤΕΡΜΠΕΝΤΕΡΗ ΚΡΥΣΤΑΛΛΙΑ του Αθανασίου,ΧΑΡΑΛΑΜΠΟΥΣ ΓΙΑΝΝΗΣ του Ευσταθίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΑΥΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ανδρέα,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΛΑΜΠΡΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜΑΛΑ ΛΟΥΚΙΑ του Μιλτιάδη,ΜΑΡΜΑΡΙΝΟΣ ΧΡΗΣΤΟΣ του Αναστασίου,ΜΗΤΣΙΟΠΟΥΛΟΥ ΕΥΘΥΜΙΑ του Αντωνίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Αποστόλου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΛΥΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Γεωργίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΪΚΟΥΣΗ ΑΛΕΞΑΝΔΡΑ του Αθανασίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΚΛΕΑΡΧΟΣ του Κωνσταντίνου,ΜΕΤΑΛΛΗΝΟΥ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΤΕΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΠΑΡΙΣΗ - ΚΟΤΣΟΠΟΥΛΗ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΑΡΓΥΡΙΟΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΔΡΑΚΟΥΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΚΑΨΟΡΑΧΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου,ΣΤΑΡΑΝΤΖΗ ΜΑΡΙΑ του Γεωργίου
37 - Ευβοιας,143 E.T. Δήμου Καρύστου,544,366,9,2,11,355,125,59,10,9,39,8,45,9,5,76,12,14,5,9,21,8,23,5,42,9,3,24,11,4,2,1,3,23,2,0,18,0,0,12,0,1,21,3,4,1,7,3,5,2,1,19,0,0,1,0,17,0,1,0,4,2,1,1,0,2,1,1,0,0,7,0,0,1,0,6,0,4,2,3,2,1,2,2,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,6,2,3,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,11,11,1,0,4,4
37 - Ευβοιας,144 E.T. Δήμου Καρύστου,547,347,10,3,13,334,128,42,16,5,47,7,51,11,8,58,11,12,3,8,25,9,8,8,38,8,4,19,12,7,0,3,1,15,4,0,11,0,0,12,0,1,14,3,2,1,5,3,1,1,2,20,1,0,2,2,15,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,2,2,8,2,2,0,2,2,1,6,1,2,3,6,4,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,9,2,4,2,1,1,2,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,4,1,10,10,1,1,1,3
37 - Ευβοιας,145 E.T. Δήμου Καρύστου,577,367,3,1,4,363,157,61,25,8,58,9,59,12,7,63,5,14,3,6,26,5,24,7,41,5,5,19,20,5,0,3,2,17,4,1,13,0,1,11,2,1,21,3,3,4,11,3,2,0,1,13,0,2,1,0,11,0,0,1,4,2,1,0,0,1,0,0,0,0,7,0,0,0,0,6,0,2,0,1,5,3,4,1,1,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,8,8,1,0,1,1
37 - Ευβοιας,146 E.T. Δήμου Καρύστου,197,136,2,0,2,134,30,16,0,4,12,1,8,1,3,37,1,2,0,1,23,2,13,12,20,7,0,17,3,1,0,0,0,11,2,0,10,0,0,8,0,0,7,2,1,1,1,0,3,2,1,9,0,0,0,0,8,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,6,3,0,2,0
37 - Ευβοιας,147 E.T. Δήμου Καρύστου,490,179,4,0,4,175,68,22,1,2,26,7,25,2,5,44,2,14,2,1,20,1,5,10,19,6,1,3,3,9,0,4,1,6,2,1,3,0,1,3,0,1,13,4,3,0,4,1,1,1,2,6,1,1,1,0,1,0,1,0,4,0,2,3,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,7,3,0,1,2
37 - Ευβοιας,148 E.T. Δήμου Καρύστου,197,107,2,1,3,104,47,14,1,6,26,3,21,0,0,23,2,9,0,1,10,1,8,2,7,3,4,2,0,0,0,0,0,4,1,0,2,0,0,0,0,0,11,1,0,5,1,2,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,0,0,0,1
37 - Ευβοιας,149 E.T. Δήμου Καρύστου,95,47,1,0,1,46,20,7,1,0,16,2,3,1,0,9,0,1,0,0,7,4,1,1,11,0,0,7,2,2,0,1,2,1,0,0,1,0,0,1,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37 - Ευβοιας,150 E.T. Δήμου Καρύστου,154,74,8,0,8,66,28,6,0,1,13,2,20,2,1,11,0,9,0,1,5,2,2,0,9,4,0,2,3,1,0,4,0,6,0,0,4,0,1,2,1,0,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1
37 - Ευβοιας,151 E.T. Δήμου Καρύστου,98,52,1,0,1,51,20,5,1,5,6,4,10,0,0,9,3,2,0,2,0,0,0,0,6,2,2,0,1,1,0,1,0,7,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0
37 - Ευβοιας,152 E.T. Δήμου Καρύστου,333,123,0,0,0,123,62,45,4,0,15,1,15,0,1,20,2,1,1,0,5,0,13,2,5,2,0,5,2,0,0,0,0,6,0,0,6,0,0,6,0,0,16,1,2,1,6,3,7,0,0,4,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0
37 - Ευβοιας,153 E.T. Δήμου Καρύστου,146,56,0,1,1,55,14,6,2,1,10,0,1,0,0,7,1,3,1,3,1,2,0,1,22,1,2,1,22,1,0,7,1,7,1,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,154 E.T. Δήμου Καρύστου,218,133,2,1,3,130,58,27,5,19,25,3,15,4,1,18,7,4,0,2,2,0,3,10,13,4,2,1,8,1,0,2,0,11,1,1,6,0,1,3,1,0,10,1,4,0,5,0,0,2,1,1,0,0,0,0,1,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,5,5,1,0,1,2
37 - Ευβοιας,155 E.T. Δήμου Καρύστου,384,136,4,1,5,131,64,32,5,1,31,1,16,1,2,15,1,1,0,0,7,1,2,0,6,1,0,3,1,1,0,1,0,10,1,0,6,0,0,4,0,0,12,2,2,2,3,2,1,1,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,5,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,3,0,1,1,0,0,1,0
37 - Ευβοιας,156 E.T. Δήμου Καρύστου,244,113,1,0,1,112,52,34,5,0,16,0,24,1,2,24,3,3,0,0,16,3,7,4,16,0,0,10,6,1,0,2,0,3,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,1
37 - Ευβοιας,157 E.T. Δήμου Καρύστου,532,296,7,2,9,287,113,63,9,1,44,8,37,10,3,46,5,9,0,5,14,4,18,6,32,4,3,5,21,6,0,7,0,28,2,1,22,1,0,14,0,6,15,2,2,7,6,1,3,0,3,12,0,1,2,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,5,2,1,1,0,2,0,2,1,2,4,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,2,2,1,1,0,0,4,3,1,1,0,0,11,11,0,0,1,2
37 - Ευβοιας,158 E.T. Δήμου Καρύστου,531,281,6,4,10,271,105,58,12,3,25,4,28,9,6,44,7,14,1,2,15,3,16,8,22,3,6,2,11,6,0,3,0,29,5,0,19,2,0,15,2,3,21,6,2,5,8,4,3,0,3,17,3,3,3,0,6,2,3,0,5,3,2,0,0,2,0,0,0,0,2,0,0,0,0,2,1,4,1,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1,5,1,4,4,0,0,0,1
37 - Ευβοιας,159 E.T. Δήμου Καρύστου,518,291,6,2,8,283,106,37,11,3,33,11,46,5,7,38,8,6,4,7,11,4,11,5,38,10,5,8,23,9,2,8,2,32,5,3,24,3,0,14,2,1,15,4,3,1,7,2,0,0,4,17,1,3,6,1,12,1,1,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,3,1,5,2,5,4,3,1,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,2,1,2,0,1,1,8,8,1,0,2,0
37 - Ευβοιας,160 E.T. Δήμου Καρύστου,67,37,1,0,1,36,26,17,6,0,8,1,10,1,1,1,0,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
37 - Ευβοιας,161 E.T. Δήμου Καρύστου,241,174,2,1,3,171,87,50,17,3,39,1,18,6,2,30,2,4,0,1,11,1,18,5,14,2,2,5,8,0,0,1,0,7,1,0,7,0,0,5,0,0,9,2,1,3,0,3,4,1,1,2,0,0,0,0,2,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,2,2,0,0,3,2,3,3,0,0,1,0
37 - Ευβοιας,162 E.T. Δήμου Καρύστου,319,194,5,0,5,189,94,68,14,0,22,0,26,6,6,23,6,3,7,3,10,1,2,2,27,13,1,0,11,5,1,10,1,13,1,0,9,1,0,3,0,2,10,3,0,5,4,0,3,1,3,4,0,0,0,0,4,0,0,0,4,2,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,1
37 - Ευβοιας,163 E.T. Δήμου Καρύστου,510,290,1,2,3,287,156,78,12,17,45,1,77,3,4,47,5,3,2,8,5,1,22,21,25,12,7,3,3,7,0,0,2,14,2,0,6,1,0,6,0,2,11,1,3,1,1,4,0,3,1,4,0,0,2,0,1,0,1,0,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,1,1,0,1,1,0,0,5,3,1,0,1,0,0,1,1,0,0,0,0,10,10,0,0,1,2
37 - Ευβοιας,164 E.T. Δήμου Καρύστου,365,154,1,1,2,152,66,27,12,3,17,10,13,10,1,18,3,2,0,3,12,1,3,4,20,8,5,5,0,5,0,1,1,8,1,0,4,0,0,2,0,0,12,3,1,6,2,0,1,0,2,1,0,0,1,0,0,0,0,0,4,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,10,6,1,1,0,0,0,1
37 - Ευβοιας,165 E.T. Δήμου Καρύστου,326,113,1,0,1,112,47,22,7,0,13,7,14,1,0,18,2,2,1,4,6,0,1,3,14,2,6,3,2,2,1,0,2,2,1,1,1,0,0,0,0,0,9,3,0,2,2,0,0,2,2,4,0,2,2,0,0,2,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,2,2,0,0,0,0
37 - Ευβοιας,166 E.T. Δήμου Καρύστου,433,250,1,0,1,249,97,50,14,2,30,4,51,4,5,60,12,9,3,12,15,4,18,13,22,9,4,1,7,5,0,4,3,11,2,1,4,1,0,2,1,1,17,4,1,0,5,0,6,1,3,7,1,2,1,1,2,0,0,2,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,1,1,0,1,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,7,7,2,0,0,3
37 - Ευβοιας,167 E.T. Δήμου Καρύστου,446,216,4,2,6,210,90,46,10,3,21,2,48,6,3,30,7,8,0,5,10,1,6,2,34,3,11,1,7,15,1,5,1,12,3,2,4,0,3,4,0,2,6,1,0,0,3,1,1,2,2,1,0,0,0,0,1,0,0,0,4,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0,1,6,2,0,0,0,2,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,2,0,0,2,0,1,0,3,2,0,0,0,0,0,2,2,1,1,1,0,4,4,1,0,0,1
