ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΥΛΩΝΙΤΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΓΚΙΚΑΣ ΣΤΕΦΑΝΟΣ του Σωτηρίου,ΚΑΡΥΔΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Σπυρίδωνος,ΚΡΟΚΙΔΗΣ ΣΠΥΡΙΔΩΝ του Αλεξάνδρου,ΣΠΥΡΟΥ ΑΓΓΕΛΟΣ του Σπυρίδωνος,ΣΥΡΙΖΑ,ΑΥΛΩΝΙΤΗΣ ΑΛΕΞΑΝΔΡΟΣ - ΧΡΗΣΤΟΣ του Νικολάου,ΓΟΝΙΔΗ-ΔΡΑΖΙΝΟΥ ΜΑΡΙΑ του Φραγκίσκου,ΚΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΓΚΡΑΤΗ ΕΛΕΝΗ - ΔΩΡΟΘΕΑ του Στεφάνου,ΠΑΝΔΗ ΝΙΚΟΛΕΤΤΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΔΡΥ ΜΑΡΙΑ του Γεωργίου,ΚΛΗΜΗΣ ΝΙΚΗΦΟΡΟΣ του Κωνσταντίνου,ΚΟΥΛΟΥΡΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜΠΙΑΓΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΠΕΤΣΙΟΥ ΒΑΣΙΛΙΚΗ (ΛΙΛΑ) του Ιωάννη,Κ.Κ.Ε.,ΚΕΛΑΝΔΡΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΚΟΥΛΟΥΡΗΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,ΜΠΑΛΟΥ ΑΛΕΞΑΝΔΡΑ του Αριστείδη,ΠΕΛΑΗΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΧΑΡΑΛΑΜΠΟΥΣ ΜΥΡΣΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΛΣΑΜΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΓΑΡΔΙΚΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΚΑΡΟΥΓΚΑ ΕΛΕΝΗ ΜΑΡΙΑ ΒΙΚΤΩΡΙΑ του Μεθοδίου Ιακώβου,ΜΠΑΛΩΜΕΝΟΣ ΓΑΣΠΑΡΗΣ του Γεωργίου,ΣΟΥΡΛΑ ΒΑΡΒΑΡΑ του Σταύρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Νικολάου,ΑΡΜΕΝΙΑΚΟΣ ΣΠΥΡΙΔΩΝ (ΒΙΤΟΣ) του Γεωργίου,ΓΕΩΡΓΑΤΟΣ ΙΩΣΗΦ του Σπυρίδωνα,ΚΑΒΒΑΔΙΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΚΟΝΤΙΝΗ ΑΓΓΕΛΙΝΑ του Ευγένιου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΛΑΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΚΩΣΤΕΛΕΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΚΟΤΡΩΝΟΥΛΑΣ ΓΡΗΓΟΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΓΚΟΥΡΔΟΥΚΗ ΜΑΡΙΑ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΡΑΣΑΚΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΛΙΑΜΠΟΤΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,ΛΙΜΠΕΡΑΤΟΣ ΓΕΩΡΓΙΟΣ ΘΕΟΧΑΡΗΣ του Παναγή,ΝΙΚΟΛΙΤΣΑ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΤΣΑΜΗΣ ΧΡΗΣΤΟΣ του Σάββα,Κίνημα 21,ΛΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΘΕΟΛΟΓΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΡΑΟΥΖΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,ΡΩΣΣΗΣ ΣΠΥΡΟΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου,ΤΖΗΜΕΡΟΥ ΕΡΜΙΟΝΗ του Ηλία,ΝΙΚΗ,ΚΑΡΑΒΙΔΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΡΙΚΟΥ ΕΛΕΝΗ- ΣΟΦΙΑ του Σπυρίδωνος,ΤΣΟΥΓΑΝΑΤΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,κοινωνία αξιών,ΠΕΤΡΙΤΣΟΠΟΥΛΟΥ ΚΛΕΟΝΙΚΗ (ΝΙΚΗ) του Θεοδώρου - Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΕΛΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ο.Α.Κ.Κ.Ε.,ΔΑΛΙΕΤΟΥ ΘΕΟΔΩΡΑ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΤΣΙΡΙΓΩΤΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΒΕΡΓΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδων,ΔΑΣΚΑΛΙΕΡΟΣ ΕΥΓΕΝΙΟΣ του Λεωνίδα,ΛΑΔΟΒΡΕΧΗ ΑΙΚΑΤΕΡΙΝΗ του Σπυρίδων,ΠΑΛΑΙΟΧΩΡΙΤΗ ΕΥΣΤΑΘΙΑ του Δημοσθένη,Ένωση Κεντρώων,ΒΑΡΑΓΓΟΥΛΗ ΑΝΤΩΝΙΑ - ΕΛΕΝΗ του Δημητρίου,ΚΑΒΑΔΕΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΣΙΛΑΚΗΣ ΒΑΓΓΕΛΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΛΑΧΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΕΦΑΛΛΩΝΙΤΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΙΝΑΡΔΟΥ ΚΛΕΙΩ του Κωνσταντίνου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΟΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΒΑΣΙΛΕΙΟΣ-ΡΩΜΑΝΟΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΕΡΟΜΕΡΙΑΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΘΥΜΗΣ ΣΠΥΡΙΔΩΝ του Αλεξίου,ΠΙΚΟΥΛΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΕΑΝ...,ΧΡΥΣΙΚΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΧΑΪΔΩ) του Χριστοφόρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΠΡΙΛΑΚΗ ΕΛΕΥΘΕΡΙΑ του Ευαγγέλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΟΥΡΛΗ ΚΩΛΕΤΤΗ ΒΑΣΙΛΙΚΗ του Αναργύρου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ - ΣΠΥΡΙΔΩΝ του Νικολάου,ΖΕΡΒΟΥ ΑΡΕΤΟΥΣΑ (ΑΡΕΤΗ) του Γεωργίου
26 - Κέρκυρας,191 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,535,321,5,2,7,314,121,12,52,3,17,28,66,22,5,31,0,4,45,8,8,6,16,2,11,0,0,4,2,3,14,1,1,5,1,0,5,0,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,2,1,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,1,3,3,3,1,1,1,1,2,0,0,1,1,1,0,19,0,12,3
26 - Κέρκυρας,192 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,252,170,0,4,4,166,57,4,21,0,7,20,33,12,0,12,3,3,15,2,1,0,10,0,15,0,1,2,3,5,3,0,0,2,0,1,6,2,0,0,1,0,12,9,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,1,1,2,1,1,0,1,1,2,1,0,0,1,0,1,2,2,0,0,7,2,3,1
26 - Κέρκυρας,193 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,417,237,3,1,4,233,103,4,45,0,13,31,47,13,3,19,0,6,22,9,2,1,5,0,17,1,0,1,7,5,10,2,1,4,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,1,6,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,0,4,1
26 - Κέρκυρας,194 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,413,233,5,5,10,223,55,5,26,1,8,12,57,10,3,20,6,4,23,3,3,2,6,1,34,2,6,3,9,7,8,1,0,5,0,0,11,2,0,0,1,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,1,0,3,1,1,1,1,0,3,1,0,0,2,1,0,0,0,1,1,8,2,1,1
26 - Κέρκυρας,195 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,451,255,1,1,2,253,94,5,51,3,6,25,59,15,6,22,0,4,23,8,1,1,8,0,42,0,0,10,27,4,4,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,17,1,11,1
26 - Κέρκυρας,196 E.T. Δήμου Νότιας Κέρκυρας,337,196,6,1,7,189,80,1,51,2,14,6,37,5,8,10,2,6,24,0,0,17,5,0,17,0,7,1,0,5,7,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,0,6,2
26 - Κέρκυρας,197 E.T. Δήμου Νότιας Κέρκυρας,345,167,1,2,3,164,66,2,51,1,7,2,45,13,4,5,2,12,23,2,4,10,3,0,7,0,1,2,1,2,5,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1
26 - Κέρκυρας,198 E.T. Δήμου Νότιας Κέρκυρας,430,231,7,1,8,223,69,6,39,2,8,7,69,9,6,8,1,37,28,7,0,10,3,5,30,1,19,3,2,2,1,0,1,0,0,0,6,0,1,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4
26 - Κέρκυρας,199 E.T. Δήμου Νότιας Κέρκυρας,416,230,2,1,3,227,55,1,32,1,6,7,70,8,6,5,1,39,42,10,0,15,5,2,29,0,21,1,1,2,4,1,2,0,0,0,15,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
26 - Κέρκυρας,200 E.T. Δήμου Νότιας Κέρκυρας,446,218,2,3,5,213,62,1,43,2,7,7,55,8,2,8,2,28,29,7,0,19,2,0,32,0,25,2,4,1,3,0,3,0,0,0,8,1,1,0,5,0,4,2,1,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,11,1,3,7
26 - Κέρκυρας,201 E.T. Δήμου Νότιας Κέρκυρας,414,225,7,0,7,218,79,3,50,5,9,3,61,2,2,2,0,47,26,3,0,14,2,2,16,0,9,4,0,0,4,0,2,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,2,1,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,3,1,0,0,8,0,4,3
26 - Κέρκυρας,202 E.T. Δήμου Νότιας Κέρκυρας,360,227,8,1,9,218,71,6,40,1,3,13,38,8,0,7,0,19,22,0,0,13,1,2,15,0,4,0,4,6,9,0,3,0,0,0,8,3,0,0,1,0,5,4,0,1,1,0,0,3,1,0,0,0,0,5,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,2,0,0,1,4,1,1,1,4,2,0,0,0,3,3,2,0,13,4,2,3
26 - Κέρκυρας,203 E.T. Δήμου Νότιας Κέρκυρας,175,85,0,1,1,84,16,1,7,2,4,1,18,9,4,0,1,2,22,3,0,12,6,0,14,0,3,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0
26 - Κέρκυρας,204 E.T. Δήμου Νότιας Κέρκυρας,440,254,7,1,8,246,96,3,58,4,19,6,44,13,4,6,1,13,19,2,0,4,11,0,28,1,7,3,8,8,12,4,4,1,2,0,6,1,0,1,3,1,5,3,2,1,0,0,0,0,0,0,0,0,0,3,1,1,1,5,1,0,1,4,3,1,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,3,1,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,9,5,1,3
26 - Κέρκυρας,205 E.T. Δήμου Νότιας Κέρκυρας,411,204,3,0,3,201,39,3,15,2,3,12,29,9,1,4,1,12,46,0,1,42,0,2,27,0,5,5,9,5,11,0,7,0,0,1,5,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,3,2,1,1,0,0,0,0,3,0,1,1,2,2,0,0,0,0,1,1,7,1,1,0,0,4,0,0,0,0,1,1,6,3,0,3,2,2,0,0,1,1,2,1,1,0,0,0,0,12,1,2,7
26 - Κέρκυρας,206 E.T. Δήμου Νότιας Κέρκυρας,433,205,7,0,7,198,45,5,26,0,6,4,42,4,4,5,3,12,37,3,0,32,2,0,27,1,8,2,9,5,11,1,4,0,0,0,2,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,3,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,4,1,0,2,2,1,0,1,1,0,0,0,8,3,2,3
26 - Κέρκυρας,207 E.T. Δήμου Νότιας Κέρκυρας,445,220,5,2,7,213,52,4,26,0,7,13,38,8,4,9,1,8,48,1,0,43,2,0,18,1,3,2,8,4,19,2,8,1,1,1,4,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,2,0,7,5,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,3,3,2,1,1,1,0,0,0,1,1,0,0,8,0,2,5
26 - Κέρκυρας,208 E.T. Δήμου Νότιας Κέρκυρας,388,183,6,0,6,177,56,4,33,0,5,7,30,8,5,6,1,7,45,1,0,39,4,0,12,0,2,1,8,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,0,0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,7,1,0,3
26 - Κέρκυρας,209 E.T. Δήμου Νότιας Κέρκυρας,335,185,6,1,7,178,38,1,24,0,4,8,34,7,5,7,1,5,50,7,1,23,12,4,20,0,6,1,4,4,9,1,3,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,14,3,2,4
26 - Κέρκυρας,210 E.T. Δήμου Νότιας Κέρκυρας,417,220,8,1,9,211,74,3,42,5,2,12,46,19,3,11,1,7,33,8,1,17,3,0,24,0,8,4,5,4,8,2,6,0,0,0,11,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,1,1,0,0,2,0,1,1
26 - Κέρκυρας,211 E.T. Δήμου Νότιας Κέρκυρας,397,197,7,1,8,189,31,0,10,1,5,8,36,9,11,4,1,9,37,2,0,29,2,1,37,2,2,15,1,6,10,0,9,0,0,1,8,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,2,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,4,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,8,0,2,3
26 - Κέρκυρας,212 E.T. Δήμου Νότιας Κέρκυρας,387,219,2,0,2,217,62,0,19,0,20,16,37,12,2,13,0,5,35,2,1,27,5,0,40,0,5,18,4,10,11,0,8,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,1,2,1,1,0,0,0,0,0,0,0,2,2,5,0,0,0,0,4,0,0,0,0,2,2,3,0,0,2,0,0,1,1,0,0,1,0,1,1,1,0,0,5,0,1,1
26 - Κέρκυρας,213 E.T. Δήμου Νότιας Κέρκυρας,423,212,1,2,3,209,59,2,35,0,2,10,31,5,9,5,1,6,43,1,2,30,6,0,36,0,9,15,7,3,6,2,2,0,0,0,5,0,0,0,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,2,3,1,0,1,1,1,0,0,0,0,2,0,2,1,1,0,0,6,1,3,2
26 - Κέρκυρας,214 E.T. Δήμου Νότιας Κέρκυρας,357,202,2,2,4,198,56,1,42,1,3,9,26,3,6,7,0,10,30,2,0,26,2,0,38,1,5,19,7,3,8,0,7,0,0,1,6,0,1,0,3,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,8,4,2,2,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,2,2,1,0,1,1,0,0,0,0,0,0,0,10,1,2,3
26 - Κέρκυρας,215 E.T. Δήμου Νότιας Κέρκυρας,408,217,3,1,4,213,47,3,16,1,12,14,60,15,23,11,1,2,38,2,1,31,4,0,34,0,7,12,6,6,8,2,4,0,0,2,4,1,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,3
26 - Κέρκυρας,216 E.T. Δήμου Νότιας Κέρκυρας,377,189,8,2,10,179,44,2,19,2,4,8,24,8,8,0,0,5,25,3,1,16,3,0,42,0,9,22,2,2,16,1,11,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,10,1,4,3
26 - Κέρκυρας,217 E.T. Δήμου Νότιας Κέρκυρας,425,217,5,1,6,211,34,1,23,3,4,1,48,6,24,4,3,3,63,3,1,56,1,1,31,0,0,19,4,4,3,0,3,0,0,0,7,1,1,0,3,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,0,8,0,2,3
26 - Κέρκυρας,218 E.T. Δήμου Νότιας Κέρκυρας,402,227,5,1,6,221,54,2,32,0,7,8,27,4,7,4,2,3,43,4,0,28,8,0,38,0,8,20,1,1,8,0,6,1,0,0,9,3,2,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,7,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,19,1,11,2
26 - Κέρκυρας,219 E.T. Δήμου Νότιας Κέρκυρας,407,244,6,1,7,237,67,1,27,3,11,17,32,6,10,4,0,7,41,0,0,35,4,0,44,0,1,28,3,7,7,0,5,1,0,0,15,4,5,2,2,0,1,1,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,10,2,1,4
26 - Κέρκυρας,220 E.T. Δήμου Νότιας Κέρκυρας,360,178,2,0,2,176,46,0,29,0,6,7,26,9,6,1,1,7,39,2,0,35,1,1,17,0,5,9,0,2,4,0,3,0,0,0,5,1,0,0,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,3,2,1,0,0,8,8,0,0,10,1,3,4
26 - Κέρκυρας,221 E.T. Δήμου Νότιας Κέρκυρας,497,295,4,1,5,290,122,3,67,3,16,29,32,7,10,6,0,7,48,3,4,38,2,1,26,0,5,10,1,5,6,1,3,2,0,0,19,2,3,4,8,1,3,2,1,3,0,0,0,1,0,0,1,0,0,2,2,0,0,3,0,2,1,4,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,10,2,3,4
26 - Κέρκυρας,222 E.T. Δήμου Νότιας Κέρκυρας,314,178,0,0,0,178,46,1,36,0,2,6,25,12,3,5,0,4,38,7,0,22,3,3,27,0,1,1,20,4,4,0,1,1,0,0,7,0,2,0,2,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,6,1,1,2
26 - Κέρκυρας,223 E.T. Δήμου Νότιας Κέρκυρας,271,154,4,0,4,150,45,1,17,1,6,8,24,10,2,3,2,0,23,4,0,10,5,1,14,1,2,2,6,2,11,2,3,0,0,0,4,0,0,0,3,0,2,2,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,10,0,0,5
26 - Κέρκυρας,224 E.T. Δήμου Νότιας Κέρκυρας,456,245,5,1,6,239,63,1,46,0,8,6,36,24,2,2,2,2,66,3,10,29,20,4,27,0,4,11,4,5,6,0,4,1,0,1,6,1,1,0,0,0,8,8,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,2,1,0,0,1,1,4,1,1,1,1,0,0,6,1,4,0
26 - Κέρκυρας,225 E.T. Δήμου Νότιας Κέρκυρας,371,198,5,0,5,193,80,1,48,0,9,20,29,21,1,1,0,3,24,8,0,5,9,0,9,0,0,0,6,1,3,0,1,0,0,0,4,0,0,1,1,0,9,8,0,1,0,0,0,1,0,0,1,0,0,8,5,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,3,2,0,0,15,3,1,3
26 - Κέρκυρας,226 E.T. Δήμου Νότιας Κέρκυρας,442,275,5,0,5,270,95,2,45,0,17,26,31,10,5,7,0,7,48,3,3,34,4,0,18,0,0,5,6,3,11,0,9,0,0,1,8,0,1,0,6,0,22,19,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,1,0,5,2,2,0,1,1,1,1,0,0,0,0,5,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,13,2,2,2
